,dataset,mode,size,channels,auc,class,f1,run
12446,celeba,train,12,48.0,0.6455610217986455,10,,1
12447,celeba,train,12,48.0,0.7404652913897786,11,,1
12448,celeba,train,12,48.0,0.8193845620285491,12,,1
12449,celeba,train,12,48.0,0.8526764011389679,13,,1
12450,celeba,train,12,48.0,0.8587703312445791,14,,1
12451,celeba,train,12,48.0,0.9376643871646504,15,,1
12452,celeba,train,12,48.0,0.9094293621507644,16,,1
12453,celeba,train,12,48.0,0.9460702591841874,17,,1
12454,celeba,train,12,48.0,0.920724859518214,18,,1
12455,celeba,train,12,48.0,0.901700166046356,19,,1
12456,celeba,train,12,48.0,0.9688926552768962,20,,1
12457,celeba,train,12,48.0,0.8947160806277119,21,,1
12458,celeba,train,12,48.0,0.9034371277862856,22,,1
12459,celeba,train,12,48.0,0.7099568590219739,23,,1
12460,celeba,train,12,48.0,0.9080868321461566,24,,1
12461,celeba,train,12,48.0,0.6796129238940682,25,,1
12462,celeba,train,12,48.0,0.7808448015273248,26,,1
12463,celeba,train,12,48.0,0.7030525809139174,27,,1
12464,celeba,train,12,48.0,0.8563904321746398,28,,1
12465,celeba,train,12,48.0,0.8909479179912188,29,,1
12466,celeba,train,12,48.0,0.8895860922737817,30,,1
12467,celeba,train,12,48.0,0.9613478546747232,31,,1
12468,celeba,train,12,48.0,0.6425761891643971,32,,1
12469,celeba,train,12,48.0,0.7784118681902857,33,,1
12470,celeba,train,12,48.0,0.7927786396668572,34,,1
12471,celeba,train,12,48.0,0.9496204278812974,35,,1
12472,celeba,train,12,48.0,0.9424615234279572,36,,1
12473,celeba,train,12,48.0,0.7219537435687159,37,,1
12474,celeba,train,12,48.0,0.9012373333333332,38,,1
12475,celeba,train,12,48.0,0.7967578830393108,39,,1
12476,celeba,train,12,48.0,0.8709667184098253,0,,2
12477,celeba,train,12,48.0,0.8118904206578453,1,,2
12478,celeba,train,12,48.0,0.8357860805860806,2,,2
12479,celeba,train,12,48.0,0.7795972177481896,3,,2
12480,celeba,train,12,48.0,0.9623493670886076,4,,2
12481,celeba,train,12,48.0,0.9343700507354876,5,,2
12482,celeba,train,12,48.0,0.645090284523121,6,,2
12483,celeba,train,12,48.0,0.7718980656235559,7,,2
12484,celeba,train,12,48.0,0.8553292692856223,8,,2
12485,celeba,train,12,48.0,0.9358159722937162,9,,2
12486,celeba,train,12,48.0,0.646847532986147,10,,2
12487,celeba,train,12,48.0,0.7352213510541665,11,,2
12488,celeba,train,12,48.0,0.8239365014306096,12,,2
12489,celeba,train,12,48.0,0.8528587054656573,13,,2
12490,celeba,train,12,48.0,0.8771744320895014,14,,2
12491,celeba,train,12,48.0,0.93999338209092,15,,2
12492,celeba,train,12,48.0,0.9117068068002108,16,,2
12493,celeba,train,12,48.0,0.9475814673111288,17,,2
12494,celeba,train,12,48.0,0.9234458342590082,18,,2
12495,celeba,train,12,48.0,0.9034593968742604,19,,2
12496,celeba,train,12,48.0,0.9724263089308698,20,,2
12497,celeba,train,12,48.0,0.9001361110134705,21,,2
12498,celeba,train,12,48.0,0.9042879019908115,22,,2
12499,celeba,train,12,48.0,0.7104561531234167,23,,2
12500,celeba,train,12,48.0,0.9129467072339909,24,,2
12501,celeba,train,12,48.0,0.678959439884114,25,,2
12502,celeba,train,12,48.0,0.780424332647704,26,,2
12503,celeba,train,12,48.0,0.7003222630242882,27,,2
12504,celeba,train,12,48.0,0.8579238163134865,28,,2
12505,celeba,train,12,48.0,0.8934199995512107,29,,2
12506,celeba,train,12,48.0,0.8891639188360456,30,,2
12507,celeba,train,12,48.0,0.9608210593269118,31,,2
12508,celeba,train,12,48.0,0.646661478997038,32,,2
12509,celeba,train,12,48.0,0.7744147334229845,33,,2
12510,celeba,train,12,48.0,0.7951139054462317,34,,2
12511,celeba,train,12,48.0,0.9565273047040228,35,,2
12512,celeba,train,12,48.0,0.945678409146431,36,,2
12513,celeba,train,12,48.0,0.7163962354411348,37,,2
12514,celeba,train,12,48.0,0.9073848888888888,38,,2
12515,celeba,train,12,48.0,0.7986609251284902,39,,2
12516,celeba,test,12,48.0,0.8890647266982286,0,,0
12517,celeba,test,12,48.0,0.8160418712092438,1,,0
12518,celeba,test,12,48.0,0.8256864803274659,2,,0
12519,celeba,test,12,48.0,0.7965709436074612,3,,0
12520,celeba,test,12,48.0,0.9531215990713198,4,,0
12521,celeba,test,12,48.0,0.9084958409614832,5,,0
12522,celeba,test,12,48.0,0.6638304971638305,6,,0
12523,celeba,test,12,48.0,0.7794242218165767,7,,0
12524,celeba,test,12,48.0,0.866747830728865,8,,0
12525,celeba,test,12,48.0,0.9289050122567372,9,,0
12526,celeba,test,12,48.0,0.6059624970329931,10,,0
12527,celeba,test,12,48.0,0.7399324598821856,11,,0
12528,celeba,test,12,48.0,0.8334882673925641,12,,0
12529,celeba,test,12,48.0,0.8655209721980718,13,,0
12530,celeba,test,12,48.0,0.8850461974185162,14,,0
12531,celeba,test,12,48.0,0.9731612643820364,15,,0
12532,celeba,test,12,48.0,0.9125905978456732,16,,0
12533,celeba,test,12,48.0,0.9459707234963479,17,,0
12534,celeba,test,12,48.0,0.9230842982219938,18,,0
12535,celeba,test,12,48.0,0.9000170978132486,19,,0
12536,celeba,test,12,48.0,0.9730148697579404,20,,0
12537,celeba,test,12,48.0,0.9052192443338763,21,,0
12538,celeba,test,12,48.0,0.9237868272528422,22,,0
12539,celeba,test,12,48.0,0.7294170667189184,23,,0
12540,celeba,test,12,48.0,0.932642683523376,24,,0
12541,celeba,test,12,48.0,0.661671465003452,25,,0
12542,celeba,test,12,48.0,0.8486333161423414,26,,0
12543,celeba,test,12,48.0,0.7101962601786104,27,,0
12544,celeba,test,12,48.0,0.8684817399256476,28,,0
12545,celeba,test,12,48.0,0.9002023210723017,29,,0
12546,celeba,test,12,48.0,0.9353183747725896,30,,0
12547,celeba,test,12,48.0,0.9568771072677322,31,,0
12548,celeba,test,12,48.0,0.6423935497348172,32,,0
12549,celeba,test,12,48.0,0.7937275481703411,33,,0
12550,celeba,test,12,48.0,0.7877638501818365,34,,0
12551,celeba,test,12,48.0,0.9564247336308168,35,,0
12552,celeba,test,12,48.0,0.9425583439117274,36,,0
12553,celeba,test,12,48.0,0.7376476524130972,37,,0
12554,celeba,test,12,48.0,0.9102044624530162,38,,0
12555,celeba,test,12,48.0,0.8270010787486516,39,,0
12556,celeba,test,12,48.0,0.8834737960150942,0,,1
12557,celeba,test,12,48.0,0.8136303590155203,1,,1
12558,celeba,test,12,48.0,0.8249714169765601,2,,1
12559,celeba,test,12,48.0,0.797655878511367,3,,1
12560,celeba,test,12,48.0,0.9514075310164696,4,,1
12561,celeba,test,12,48.0,0.9117802242941674,5,,1
12562,celeba,test,12,48.0,0.6582122961813911,6,,1
12563,celeba,test,12,48.0,0.7786114392068435,7,,1
12564,celeba,test,12,48.0,0.8660131994420076,8,,1
12565,celeba,test,12,48.0,0.9299828957428528,9,,1
12566,celeba,test,12,48.0,0.59822454308094,10,,1
12567,celeba,test,12,48.0,0.7416193758886857,11,,1
12568,celeba,test,12,48.0,0.8356684605668501,12,,1
12569,celeba,test,12,48.0,0.8612028825904674,13,,1
12570,celeba,test,12,48.0,0.8875185718265391,14,,1
12571,celeba,test,12,48.0,0.9740272794754422,15,,1
12572,celeba,test,12,48.0,0.9124604572938771,16,,1
12573,celeba,test,12,48.0,0.9492620758063062,17,,1
12574,celeba,test,12,48.0,0.9230791983876364,18,,1
12575,celeba,test,12,48.0,0.8985185825716291,19,,1
12576,celeba,test,12,48.0,0.9721514777841808,20,,1
12577,celeba,test,12,48.0,0.9061465262216892,21,,1
12578,celeba,test,12,48.0,0.9192095811617292,22,,1
12579,celeba,test,12,48.0,0.7259527775056334,23,,1
12580,celeba,test,12,48.0,0.9339736759279976,24,,1
12581,celeba,test,12,48.0,0.6664255756829999,25,,1
12582,celeba,test,12,48.0,0.8469362054283556,26,,1
12583,celeba,test,12,48.0,0.7103583495222566,27,,1
12584,celeba,test,12,48.0,0.8685645745942757,28,,1
12585,celeba,test,12,48.0,0.9019164301570798,29,,1
12586,celeba,test,12,48.0,0.937725894481504,30,,1
12587,celeba,test,12,48.0,0.9575863589535468,31,,1
12588,celeba,test,12,48.0,0.6433771049241589,32,,1
12589,celeba,test,12,48.0,0.7927115995745913,33,,1
12590,celeba,test,12,48.0,0.7870186960270942,34,,1
12591,celeba,test,12,48.0,0.9505899800954896,35,,1
12592,celeba,test,12,48.0,0.9413397129186604,36,,1
12593,celeba,test,12,48.0,0.7345450698437112,37,,1
12594,celeba,test,12,48.0,0.9098445872097674,38,,1
12595,celeba,test,12,48.0,0.825005393743258,39,,1
12596,celeba,test,12,48.0,0.8848268279274326,0,,2
12597,celeba,test,12,48.0,0.8138716296758134,1,,2
12598,celeba,test,12,48.0,0.8252601738003909,2,,2
12599,celeba,test,12,48.0,0.7967154009594375,3,,2
12600,celeba,test,12,48.0,0.9496571863890301,4,,2
12601,celeba,test,12,48.0,0.9132338516344012,5,,2
12602,celeba,test,12,48.0,0.6618251805889774,6,,2
12603,celeba,test,12,48.0,0.7807888017943854,7,,2
12604,celeba,test,12,48.0,0.8655593269845745,8,,2
12605,celeba,test,12,48.0,0.9304577950484356,9,,2
12606,celeba,test,12,48.0,0.5967054355566105,10,,2
12607,celeba,test,12,48.0,0.7426508861466586,11,,2
12608,celeba,test,12,48.0,0.8326607944573904,12,,2
12609,celeba,test,12,48.0,0.8632363453698875,13,,2
12610,celeba,test,12,48.0,0.8818483610363079,14,,2
12611,celeba,test,12,48.0,0.9738185079797104,15,,2
12612,celeba,test,12,48.0,0.9132463060104912,16,,2
12613,celeba,test,12,48.0,0.9464516516877574,17,,2
12614,celeba,test,12,48.0,0.9238727326136448,18,,2
12615,celeba,test,12,48.0,0.8990207080066898,19,,2
12616,celeba,test,12,48.0,0.9745980992983392,20,,2
12617,celeba,test,12,48.0,0.9072688705785024,21,,2
12618,celeba,test,12,48.0,0.9248535011206828,22,,2
12619,celeba,test,12,48.0,0.7303007739786421,23,,2
12620,celeba,test,12,48.0,0.9334712357752556,24,,2
12621,celeba,test,12,48.0,0.6599771746328451,25,,2
12622,celeba,test,12,48.0,0.8480396272353288,26,,2
12623,celeba,test,12,48.0,0.7092501386764384,27,,2
12624,celeba,test,12,48.0,0.8690383888988291,28,,2
12625,celeba,test,12,48.0,0.902239581869784,29,,2
12626,celeba,test,12,48.0,0.9327410551849606,30,,2
12627,celeba,test,12,48.0,0.9582829280094904,31,,2
12628,celeba,test,12,48.0,0.64033649773115,32,,2
12629,celeba,test,12,48.0,0.7931143846057886,33,,2
12630,celeba,test,12,48.0,0.784869152805029,34,,2
12631,celeba,test,12,48.0,0.9519364616805652,35,,2
12632,celeba,test,12,48.0,0.9431803534811054,36,,2
12633,celeba,test,12,48.0,0.7316723835565158,37,,2
12634,celeba,test,12,48.0,0.9142197371577854,38,,2
12635,celeba,test,12,48.0,0.8257726537216831,39,,2
12636,celeba,train,12,192.0,0.8822916361577287,0,,0
12637,celeba,train,12,192.0,0.8194362497370568,1,,0
12638,celeba,train,12,192.0,0.8422495726495727,2,,0
12639,celeba,train,12,192.0,0.7845335671761098,3,,0
12640,celeba,train,12,192.0,0.9632303797468356,4,,0
12641,celeba,train,12,192.0,0.9418644407503036,5,,0
12642,celeba,train,12,192.0,0.6435903172645617,6,,0
12643,celeba,train,12,192.0,0.7780497788340925,7,,0
12644,celeba,train,12,192.0,0.8672653301360256,8,,0
12645,celeba,train,12,192.0,0.9402922996462588,9,,0
12646,celeba,train,12,192.0,0.6675603631049176,10,,0
12647,celeba,train,12,192.0,0.7476155758473969,11,,0
12648,celeba,train,12,192.0,0.8381874216711727,12,,0
12649,celeba,train,12,192.0,0.8656373706507395,13,,0
12650,celeba,train,12,192.0,0.8825100133511348,14,,0
12651,celeba,train,12,192.0,0.9581926320612242,15,,0
12652,celeba,train,12,192.0,0.924836089878756,16,,0
12653,celeba,train,12,192.0,0.9533264569365651,17,,0
12654,celeba,train,12,192.0,0.9306508123179648,18,,0
12655,celeba,train,12,192.0,0.9044216443087564,19,,0
12656,celeba,train,12,192.0,0.9780525730914672,20,,0
12657,celeba,train,12,192.0,0.9129319132482688,21,,0
12658,celeba,train,12,192.0,0.9109316750970656,22,,0
12659,celeba,train,12,192.0,0.7291809117159485,23,,0
12660,celeba,train,12,192.0,0.9208241634772808,24,,0
12661,celeba,train,12,192.0,0.6816882869665342,25,,0
12662,celeba,train,12,192.0,0.8225166767048877,26,,0
12663,celeba,train,12,192.0,0.7108098599291949,27,,0
12664,celeba,train,12,192.0,0.8642202173164856,28,,0
12665,celeba,train,12,192.0,0.9044976176763182,29,,0
12666,celeba,train,12,192.0,0.9029845440082479,30,,0
12667,celeba,train,12,192.0,0.9639603693810936,31,,0
12668,celeba,train,12,192.0,0.6497982204778525,32,,0
12669,celeba,train,12,192.0,0.7752042491941533,33,,0
12670,celeba,train,12,192.0,0.8073389401486079,34,,0
12671,celeba,train,12,192.0,0.9586589193882322,35,,0
12672,celeba,train,12,192.0,0.9527258513704988,36,,0
12673,celeba,train,12,192.0,0.7197424557498365,37,,0
12674,celeba,train,12,192.0,0.9191075555555556,38,,0
12675,celeba,train,12,192.0,0.8150715377135713,39,,0
12676,celeba,train,12,192.0,0.8794604067207529,0,,1
12677,celeba,train,12,192.0,0.819928787280218,1,,1
12678,celeba,train,12,192.0,0.8427555555555556,2,,1
12679,celeba,train,12,192.0,0.7791020914611596,3,,1
12680,celeba,train,12,192.0,0.9645569620253164,4,,1
12681,celeba,train,12,192.0,0.9448276133099108,5,,1
12682,celeba,train,12,192.0,0.6408645923144924,6,,1
12683,celeba,train,12,192.0,0.7730296428335645,7,,1
12684,celeba,train,12,192.0,0.8663605060711199,8,,1
12685,celeba,train,12,192.0,0.939787837732104,9,,1
12686,celeba,train,12,192.0,0.6607315617216607,10,,1
12687,celeba,train,12,192.0,0.7463157957642109,11,,1
12688,celeba,train,12,192.0,0.8376297598310067,12,,1
12689,celeba,train,12,192.0,0.8676991457740122,13,,1
12690,celeba,train,12,192.0,0.8691101517351603,14,,1
12691,celeba,train,12,192.0,0.9557236429044136,15,,1
12692,celeba,train,12,192.0,0.9231887519768056,16,,1
12693,celeba,train,12,192.0,0.9560010554469458,17,,1
12694,celeba,train,12,192.0,0.9299985936535048,18,,1
12695,celeba,train,12,192.0,0.9059980090083573,19,,1
12696,celeba,train,12,192.0,0.977606869038958,20,,1
12697,celeba,train,12,192.0,0.915409055580942,21,,1
12698,celeba,train,12,192.0,0.9081705260878308,22,,1
12699,celeba,train,12,192.0,0.7254841677037882,23,,1
12700,celeba,train,12,192.0,0.9229642919563272,24,,1
12701,celeba,train,12,192.0,0.6781840805259444,25,,1
12702,celeba,train,12,192.0,0.8179483391479255,26,,1
12703,celeba,train,12,192.0,0.7127094770738811,27,,1
12704,celeba,train,12,192.0,0.8599611583657012,28,,1
12705,celeba,train,12,192.0,0.9062628559460854,29,,1
12706,celeba,train,12,192.0,0.9069085350137318,30,,1
12707,celeba,train,12,192.0,0.965166145399418,31,,1
12708,celeba,train,12,192.0,0.6415310819983131,32,,1
12709,celeba,train,12,192.0,0.7751546932826962,33,,1
12710,celeba,train,12,192.0,0.8041969461909039,34,,1
12711,celeba,train,12,192.0,0.9597720341058348,35,,1
12712,celeba,train,12,192.0,0.9522216250549664,36,,1
12713,celeba,train,12,192.0,0.7221563229163617,37,,1
12714,celeba,train,12,192.0,0.9170026666666666,38,,1
12715,celeba,train,12,192.0,0.8141616891234893,39,,1
12716,celeba,train,12,192.0,0.8806734420915951,0,,2
12717,celeba,train,12,192.0,0.8232841992930033,1,,2
12718,celeba,train,12,192.0,0.8412669108669109,2,,2
12719,celeba,train,12,192.0,0.7802787620649749,3,,2
12720,celeba,train,12,192.0,0.9657924050632912,4,,2
12721,celeba,train,12,192.0,0.9458277822972054,5,,2
12722,celeba,train,12,192.0,0.6462219105722112,6,,2
12723,celeba,train,12,192.0,0.7769063180827888,7,,2
12724,celeba,train,12,192.0,0.8649500836535458,8,,2
12725,celeba,train,12,192.0,0.9418406888684816,9,,2
12726,celeba,train,12,192.0,0.652888989522653,10,,2
12727,celeba,train,12,192.0,0.749560763971889,11,,2
12728,celeba,train,12,192.0,0.8357597206567404,12,,2
12729,celeba,train,12,192.0,0.8664751024376693,13,,2
12730,celeba,train,12,192.0,0.8841862142223694,14,,2
12731,celeba,train,12,192.0,0.9582647503011996,15,,2
12732,celeba,train,12,192.0,0.9255444451765946,16,,2
12733,celeba,train,12,192.0,0.9550175707929044,17,,2
12734,celeba,train,12,192.0,0.9300821591698888,18,,2
12735,celeba,train,12,192.0,0.9060948204880472,19,,2
12736,celeba,train,12,192.0,0.9775429115067596,20,,2
12737,celeba,train,12,192.0,0.9146865150503241,21,,2
12738,celeba,train,12,192.0,0.9133138428697388,22,,2
12739,celeba,train,12,192.0,0.726113819378514,23,,2
12740,celeba,train,12,192.0,0.9218246735412348,24,,2
12741,celeba,train,12,192.0,0.680438194109126,25,,2
12742,celeba,train,12,192.0,0.8157778106071798,26,,2
12743,celeba,train,12,192.0,0.7141387710026803,27,,2
12744,celeba,train,12,192.0,0.8633659471950439,28,,2
12745,celeba,train,12,192.0,0.9072763719865662,29,,2
12746,celeba,train,12,192.0,0.9040333117062028,30,,2
12747,celeba,train,12,192.0,0.9645349665289844,31,,2
12748,celeba,train,12,192.0,0.6429226649096749,32,,2
12749,celeba,train,12,192.0,0.7754858168728869,33,,2
12750,celeba,train,12,192.0,0.802652078059933,34,,2
12751,celeba,train,12,192.0,0.9622375832053252,35,,2
12752,celeba,train,12,192.0,0.9523252064298628,36,,2
12753,celeba,train,12,192.0,0.7220696775327299,37,,2
12754,celeba,train,12,192.0,0.9182648888888888,38,,2
12755,celeba,train,12,192.0,0.8098069176274483,39,,2
12756,celeba,test,12,192.0,0.8969694220125216,0,,0
12757,celeba,test,12,192.0,0.8246929771127307,1,,0
12758,celeba,test,12,192.0,0.8325815250262417,2,,0
12759,celeba,test,12,192.0,0.8113507364315422,3,,0
12760,celeba,test,12,192.0,0.9587081912500908,4,,0
12761,celeba,test,12,192.0,0.92520812898154,5,,0
12762,celeba,test,12,192.0,0.6698530760340915,6,,0
12763,celeba,test,12,192.0,0.7854373217843635,7,,0
12764,celeba,test,12,192.0,0.8830343608518954,8,,0
12765,celeba,test,12,192.0,0.938060125010838,9,,0
12766,celeba,test,12,192.0,0.6418941371943983,10,,0
12767,celeba,test,12,192.0,0.7519075005078205,11,,0
12768,celeba,test,12,192.0,0.8563636212049839,12,,0
12769,celeba,test,12,192.0,0.8714329874997585,13,,0
12770,celeba,test,12,192.0,0.89905631906398,14,,0
12771,celeba,test,12,192.0,0.9810443214153158,15,,0
12772,celeba,test,12,192.0,0.9222159932727344,16,,0
12773,celeba,test,12,192.0,0.9543644233370404,17,,0
12774,celeba,test,12,192.0,0.9329585975047532,18,,0
12775,celeba,test,12,192.0,0.9057311083903096,19,,0
12776,celeba,test,12,192.0,0.9799313004376858,20,,0
12777,celeba,test,12,192.0,0.9218691493511968,21,,0
12778,celeba,test,12,192.0,0.940516054116821,22,,0
12779,celeba,test,12,192.0,0.717678064073675,23,,0
12780,celeba,test,12,192.0,0.9420468463822412,24,,0
12781,celeba,test,12,192.0,0.6746034914357907,25,,0
12782,celeba,test,12,192.0,0.8691845472972162,26,,0
12783,celeba,test,12,192.0,0.7219147193933296,27,,0
12784,celeba,test,12,192.0,0.8867186205708302,28,,0
12785,celeba,test,12,192.0,0.9118041700621012,29,,0
12786,celeba,test,12,192.0,0.9451667677380232,30,,0
12787,celeba,test,12,192.0,0.961027253996004,31,,0
12788,celeba,test,12,192.0,0.6712822194111435,32,,0
12789,celeba,test,12,192.0,0.7965063420141789,33,,0
12790,celeba,test,12,192.0,0.8014375070297561,34,,0
12791,celeba,test,12,192.0,0.9607113585804052,35,,0
12792,celeba,test,12,192.0,0.9514715359828142,36,,0
12793,celeba,test,12,192.0,0.7364310331498232,37,,0
12794,celeba,test,12,192.0,0.9274651454162556,38,,0
12795,celeba,test,12,192.0,0.8331890507011867,39,,0
12796,celeba,test,12,192.0,0.8920216485105974,0,,1
12797,celeba,test,12,192.0,0.8243143493933597,1,,1
12798,celeba,test,12,192.0,0.8324878741644587,2,,1
12799,celeba,test,12,192.0,0.8083713035470299,3,,1
12800,celeba,test,12,192.0,0.9566857723282304,4,,1
12801,celeba,test,12,192.0,0.9236199393053042,5,,1
12802,celeba,test,12,192.0,0.6644503222869669,6,,1
12803,celeba,test,12,192.0,0.7844351384563991,7,,1
12804,celeba,test,12,192.0,0.881916361567012,8,,1
12805,celeba,test,12,192.0,0.9383734403203302,9,,1
12806,celeba,test,12,192.0,0.6275955376216472,10,,1
12807,celeba,test,12,192.0,0.7500856946983546,11,,1
12808,celeba,test,12,192.0,0.8557612542572127,12,,1
12809,celeba,test,12,192.0,0.8594688846384204,13,,1
12810,celeba,test,12,192.0,0.9079882068901476,14,,1
12811,celeba,test,12,192.0,0.981349746381294,15,,1
12812,celeba,test,12,192.0,0.9231820365995276,16,,1
12813,celeba,test,12,192.0,0.956723977276143,17,,1
12814,celeba,test,12,192.0,0.9314735257398838,18,,1
12815,celeba,test,12,192.0,0.9038827758201546,19,,1
12816,celeba,test,12,192.0,0.980427544269494,20,,1
12817,celeba,test,12,192.0,0.922009319869122,21,,1
12818,celeba,test,12,192.0,0.937505063325322,22,,1
12819,celeba,test,12,192.0,0.7176369158420692,23,,1
12820,celeba,test,12,192.0,0.9399384937413022,24,,1
12821,celeba,test,12,192.0,0.6727647813038637,25,,1
12822,celeba,test,12,192.0,0.8640212528634995,26,,1
12823,celeba,test,12,192.0,0.7178756930820268,27,,1
12824,celeba,test,12,192.0,0.8846477538551255,28,,1
12825,celeba,test,12,192.0,0.9134796414420996,29,,1
12826,celeba,test,12,192.0,0.9461916312916918,30,,1
12827,celeba,test,12,192.0,0.9610838380369632,31,,1
12828,celeba,test,12,192.0,0.67335813014263,32,,1
12829,celeba,test,12,192.0,0.7963969240332629,33,,1
12830,celeba,test,12,192.0,0.7955887498906483,34,,1
12831,celeba,test,12,192.0,0.9542651593011304,35,,1
12832,celeba,test,12,192.0,0.9506395859779316,36,,1
12833,celeba,test,12,192.0,0.7300102130914743,37,,1
12834,celeba,test,12,192.0,0.9271952389838192,38,,1
12835,celeba,test,12,192.0,0.8300458468176916,39,,1
12836,celeba,test,12,192.0,0.8909221432879476,0,,2
12837,celeba,test,12,192.0,0.8267413889068052,1,,2
12838,celeba,test,12,192.0,0.8280199476335597,2,,2
12839,celeba,test,12,192.0,0.8060735287921559,3,,2
12840,celeba,test,12,192.0,0.9547268374084016,4,,2
12841,celeba,test,12,192.0,0.9279719685407422,5,,2
12842,celeba,test,12,192.0,0.6706728803859047,6,,2
12843,celeba,test,12,192.0,0.7864976675376116,7,,2
12844,celeba,test,12,192.0,0.8805276755183337,8,,2
12845,celeba,test,12,192.0,0.9392148594219234,9,,2
12846,celeba,test,12,192.0,0.6294422027059102,10,,2
12847,celeba,test,12,192.0,0.7536467854966484,11,,2
12848,celeba,test,12,192.0,0.8538311788467069,12,,2
12849,celeba,test,12,192.0,0.8656996850789235,13,,2
12850,celeba,test,12,192.0,0.8969785959699137,14,,2
12851,celeba,test,12,192.0,0.9803368180131138,15,,2
12852,celeba,test,12,192.0,0.9244784367116484,16,,2
12853,celeba,test,12,192.0,0.9568592383299768,17,,2
12854,celeba,test,12,192.0,0.9321344642726004,18,,2
12855,celeba,test,12,192.0,0.9059148607510854,19,,2
12856,celeba,test,12,192.0,0.9794820474369856,20,,2
12857,celeba,test,12,192.0,0.9201674988678537,21,,2
12858,celeba,test,12,192.0,0.9414342037752154,22,,2
12859,celeba,test,12,192.0,0.718150289017341,23,,2
12860,celeba,test,12,192.0,0.9433001027632312,24,,2
12861,celeba,test,12,192.0,0.671484963906801,25,,2
12862,celeba,test,12,192.0,0.8712894443311705,26,,2
12863,celeba,test,12,192.0,0.7215112970269212,27,,2
12864,celeba,test,12,192.0,0.8878186649702127,28,,2
12865,celeba,test,12,192.0,0.9139116812319104,29,,2
12866,celeba,test,12,192.0,0.94504548211037,30,,2
12867,celeba,test,12,192.0,0.9610809112762241,31,,2
12868,celeba,test,12,192.0,0.6679674353290702,32,,2
12869,celeba,test,12,192.0,0.7978833170880228,33,,2
12870,celeba,test,12,192.0,0.7975602059562343,34,,2
12871,celeba,test,12,192.0,0.9587924597031235,35,,2
12872,celeba,test,12,192.0,0.9507596914363832,36,,2
12873,celeba,test,12,192.0,0.7286226974768374,37,,2
12874,celeba,test,12,192.0,0.9301342201370192,38,,2
12875,celeba,test,12,192.0,0.8341902642934196,39,,2
12876,stl-10,test,3,48.0,0.6666666666666666,0,0.6666666666666666,0
12877,stl-10,test,3,48.0,0.3047619047619048,1,0.3047619047619048,0
12878,stl-10,test,3,48.0,0.5677966101694915,2,0.5677966101694915,0
12879,stl-10,test,3,48.0,0.32653061224489793,3,0.32653061224489793,0
12880,stl-10,test,3,48.0,0.2761904761904761,4,0.2761904761904761,0
12881,stl-10,test,3,48.0,0.202020202020202,5,0.202020202020202,0
12882,stl-10,test,3,48.0,0.28571428571428564,6,0.28571428571428564,0
12883,stl-10,test,3,48.0,0.24,7,0.24,0
12884,stl-10,test,3,48.0,0.5979381443298969,8,0.5979381443298969,0
12885,stl-10,test,3,48.0,0.44,9,0.44,0
12886,stl-10,test,3,48.0,0.5938864628820961,0,0.5938864628820961,1
12887,stl-10,test,3,48.0,0.2235294117647059,1,0.2235294117647059,1
12888,stl-10,test,3,48.0,0.4835164835164834,2,0.4835164835164834,1
12889,stl-10,test,3,48.0,0.24489795918367346,3,0.24489795918367346,1
12890,stl-10,test,3,48.0,0.28426395939086296,4,0.28426395939086296,1
12891,stl-10,test,3,48.0,0.2032520325203252,5,0.2032520325203252,1
12892,stl-10,test,3,48.0,0.27860696517412936,6,0.27860696517412936,1
12893,stl-10,test,3,48.0,0.2711864406779661,7,0.2711864406779661,1
12894,stl-10,test,3,48.0,0.5444444444444445,8,0.5444444444444445,1
12895,stl-10,test,3,48.0,0.4528301886792453,9,0.4528301886792453,1
12896,stl-10,test,3,48.0,0.6294416243654822,0,0.6294416243654822,2
12897,stl-10,test,3,48.0,0.1323529411764706,1,0.1323529411764706,2
12898,stl-10,test,3,48.0,0.5106382978723404,2,0.5106382978723404,2
12899,stl-10,test,3,48.0,0.31016042780748665,3,0.31016042780748665,2
12900,stl-10,test,3,48.0,0.3022222222222222,4,0.3022222222222222,2
12901,stl-10,test,3,48.0,0.11347517730496455,5,0.11347517730496455,2
12902,stl-10,test,3,48.0,0.31840796019900497,6,0.31840796019900497,2
12903,stl-10,test,3,48.0,0.2923588039867109,7,0.2923588039867109,2
12904,stl-10,test,3,48.0,0.5633802816901409,8,0.5633802816901409,2
12905,stl-10,test,3,48.0,0.4170616113744076,9,0.4170616113744076,2
12906,stl-10,test,3,192.0,0.6372549019607843,0,0.6372549019607843,0
12907,stl-10,test,3,192.0,0.3054187192118227,1,0.3054187192118227,0
12908,stl-10,test,3,192.0,0.5833333333333334,2,0.5833333333333334,0
12909,stl-10,test,3,192.0,0.23923444976076555,3,0.23923444976076555,0
12910,stl-10,test,3,192.0,0.2966507177033493,4,0.2966507177033493,0
12911,stl-10,test,3,192.0,0.2424242424242425,5,0.2424242424242425,0
12912,stl-10,test,3,192.0,0.2820512820512821,6,0.2820512820512821,0
12913,stl-10,test,3,192.0,0.2617801047120419,7,0.2617801047120419,0
12914,stl-10,test,3,192.0,0.5527638190954773,8,0.5527638190954773,0
12915,stl-10,test,3,192.0,0.4465116279069767,9,0.4465116279069767,0
12916,stl-10,test,3,192.0,0.6339285714285715,0,0.6339285714285715,1
